0.001	11.256	12.471
0.002	11.256	11.463
0.003	11.256	11.463
0.004	11.256	12.471
0.005	9.229	11.463
0.006	10.242	11.463
0.007	10.242	11.463
0.008	10.242	12.471
0.009	10.242	11.463
0.010	10.242	11.463
0.011	11.256	11.463
0.012	11.256	12.471
0.013	10.242	11.463
0.014	11.256	12.471
0.015	11.256	9.447
0.016	11.256	11.463
0.017	10.242	12.471
0.018	10.242	11.463
0.019	11.256	11.463
0.020	10.242	11.463
0.021	10.242	11.463
0.022	10.242	11.463
0.023	10.242	11.463
0.024	11.256	11.463
0.025	10.242	11.463
0.026	10.242	10.455
0.027	10.242	10.455
0.028	9.229	11.463
0.029	11.256	11.463
0.030	10.242	11.463
0.031	10.242	10.455
0.032	10.242	11.463
0.033	11.256	12.471
0.034	10.242	11.463
0.035	10.242	11.463
0.036	11.256	11.463
0.037	10.242	12.471
0.038	10.242	11.463
0.039	11.256	11.463
0.040	11.256	11.463
0.041	9.229	11.463
0.042	11.256	11.463
0.043	10.242	12.471
0.044	9.229	11.463
0.045	10.242	11.463
0.046	11.256	11.463
0.047	10.242	11.463
0.048	10.242	11.463
0.049	10.242	11.463
0.050	10.242	11.463
0.051	11.256	12.471
0.052	11.256	11.463
0.053	10.242	12.471
0.054	10.242	11.463
0.055	11.256	12.471
0.056	11.256	11.463
0.057	10.242	12.471
0.058	10.242	12.471
0.059	10.242	11.463
0.060	10.242	11.463
0.061	11.256	11.463
0.062	10.242	11.463
0.063	10.242	11.463
0.064	10.242	11.463
0.065	10.242	11.463
0.066	11.256	11.463
0.067	10.242	11.463
0.068	10.242	11.463
0.069	10.242	11.463
0.070	10.242	11.463
0.071	10.242	11.463
0.072	10.242	11.463
0.073	9.229	11.463
0.074	10.242	11.463
0.075	11.256	12.471
0.076	10.242	11.463
0.077	10.242	11.463
0.078	11.256	11.463
0.079	9.229	12.471
0.080	11.256	11.463
0.081	9.229	10.455
0.082	10.242	11.463
0.083	11.256	11.463
0.084	10.242	11.463
0.085	11.256	12.471
0.086	11.256	11.463
0.087	10.242	11.463
0.088	10.242	11.463
0.089	10.242	11.463
0.090	10.242	11.463
0.091	10.242	11.463
0.092	10.242	10.455
0.093	10.242	11.463
0.094	9.229	11.463
0.095	10.242	12.471
0.096	10.242	11.463
0.097	10.242	11.463
0.098	10.242	13.479
0.099	10.242	12.471
0.100	10.242	11.463
0.101	11.256	11.463
0.102	10.242	11.463
0.103	10.242	12.471
0.104	11.256	11.463
0.105	10.242	11.463
0.106	10.242	10.455
0.107	10.242	11.463
0.108	10.242	12.471
0.109	9.229	10.455
0.110	10.242	11.463
0.111	10.242	11.463
0.112	10.242	11.463
0.113	10.242	11.463
0.114	11.256	11.463
0.115	10.242	11.463
0.116	11.256	11.463
0.117	10.242	11.463
0.118	11.256	11.463
0.119	10.242	12.471
0.120	11.256	11.463
0.121	10.242	11.463
0.122	11.256	12.471
0.123	10.242	12.471
0.124	10.242	12.471
0.125	10.242	11.463
0.126	11.256	11.463
0.127	11.256	11.463
0.128	10.242	11.463
0.129	11.256	12.471
0.130	10.242	11.463
0.131	10.242	11.463
0.132	10.242	12.471
0.133	10.242	12.471
0.134	11.256	13.479
0.135	10.242	12.471
0.136	10.242	11.463
0.137	11.256	11.463
0.138	10.242	11.463
0.139	10.242	11.463
0.140	11.256	11.463
0.141	10.242	11.463
0.142	10.242	11.463
0.143	10.242	11.463
0.144	10.242	11.463
0.145	10.242	11.463
0.146	10.242	12.471
0.147	10.242	12.471
0.148	10.242	11.463
0.149	10.242	12.471
0.150	10.242	11.463
0.151	10.242	11.463
0.152	11.256	10.455
0.153	10.242	11.463
0.154	11.256	11.463
0.155	10.242	11.463
0.156	9.229	11.463
0.157	10.242	11.463
0.158	9.229	13.479
0.159	10.242	11.463
0.160	10.242	11.463
0.161	10.242	11.463
0.162	10.242	12.471
0.163	10.242	11.463
0.164	10.242	11.463
0.165	10.242	11.463
0.166	10.242	11.463
0.167	10.242	11.463
0.168	10.242	11.463
0.169	10.242	11.463
0.170	9.229	11.463
0.171	10.242	11.463
0.172	10.242	11.463
0.173	10.242	11.463
0.174	10.242	11.463
0.175	10.242	11.463
0.176	10.242	12.471
0.177	10.242	11.463
0.178	10.242	11.463
0.179	10.242	11.463
0.180	11.256	11.463
0.181	10.242	11.463
0.182	10.242	11.463
0.183	11.256	11.463
0.184	10.242	11.463
0.185	10.242	10.455
0.186	11.256	11.463
0.187	10.242	11.463
0.188	9.229	11.463
0.189	10.242	11.463
0.190	10.242	11.463
0.191	10.242	11.463
0.192	10.242	11.463
0.193	11.256	11.463
0.194	11.256	11.463
0.195	11.256	12.471
0.196	10.242	11.463
0.197	10.242	12.471
0.198	10.242	12.471
0.199	10.242	11.463
0.200	10.242	11.463
0.201	11.256	10.455
0.202	10.242	11.463
0.203	11.256	11.463
0.204	10.242	11.463
0.205	10.242	10.455
0.206	10.242	11.463
0.207	10.242	11.463
0.208	11.256	10.455
0.209	10.242	11.463
0.210	10.242	11.463
0.211	10.242	12.471
0.212	10.242	12.471
0.213	8.215	11.463
0.214	10.242	11.463
0.215	11.256	11.463
0.216	10.242	11.463
0.217	10.242	11.463
0.218	11.256	11.463
0.219	10.242	11.463
0.220	9.229	12.471
0.221	10.242	11.463
0.222	10.242	11.463
0.223	11.256	11.463
0.224	11.256	11.463
0.225	9.229	11.463
0.226	10.242	11.463
0.227	9.229	11.463
0.228	9.229	11.463
0.229	10.242	11.463
