0.001	-8.004	-11.723
0.002	-6.990	-11.723
0.003	-6.990	-11.723
0.004	-6.990	-11.723
0.005	-6.990	-12.731
0.006	-5.977	-11.723
0.007	-6.990	-11.723
0.008	-6.990	-11.723
0.009	-6.990	-11.723
0.010	-8.004	-11.723
0.011	-6.990	-11.723
0.012	-6.990	-10.715
0.013	-6.990	-10.715
0.014	-6.990	-11.723
0.015	-6.990	-11.723
0.016	-6.990	-10.715
0.017	-5.977	-11.723
0.018	-6.990	-10.715
0.019	-6.990	-12.731
0.020	-6.990	-10.715
0.021	-8.004	-11.723
0.022	-6.990	-11.723
0.023	-8.004	-11.723
0.024	-6.990	-11.723
0.025	-5.977	-12.731
0.026	-6.990	-11.723
0.027	-6.990	-11.723
0.028	-6.990	-11.723
0.029	-6.990	-11.723
0.030	-6.990	-11.723
0.031	-6.990	-11.723
0.032	-6.990	-11.723
0.033	-6.990	-11.723
0.034	-6.990	-11.723
0.035	-6.990	-10.715
0.036	-6.990	-11.723
0.037	-6.990	-11.723
0.038	-8.004	-11.723
0.039	-6.990	-11.723
0.040	-9.018	-11.723
0.041	-6.990	-11.723
0.042	-6.990	-11.723
0.043	-6.990	-11.723
0.044	-6.990	-11.723
0.045	-6.990	-11.723
0.046	-8.004	-11.723
0.047	-5.977	-11.723
0.048	-6.990	-11.723
0.049	-8.004	-11.723
0.050	-6.990	-10.715
0.051	-6.990	-11.723
0.052	-6.990	-11.723
0.053	-6.990	-11.723
0.054	-8.004	-11.723
0.055	-8.004	-11.723
0.056	-8.004	-10.715
0.057	-6.990	-11.723
0.058	-6.990	-11.723
0.059	-6.990	-11.723
0.060	-8.004	-12.731
0.061	-8.004	-11.723
0.062	-6.990	-11.723
0.063	-6.990	-11.723
0.064	-6.990	-11.723
0.065	-6.990	-12.731
0.066	-6.990	-10.715
0.067	-5.977	-10.715
0.068	-5.977	-11.723
0.069	-5.977	-11.723
0.070	-6.990	-11.723
0.071	-6.990	-11.723
0.072	-6.990	-11.723
0.073	-6.990	-11.723
0.074	-6.990	-11.723
0.075	-6.990	-11.723
0.076	-6.990	-11.723
0.077	-6.990	-11.723
0.078	-6.990	-11.723
0.079	-8.004	-11.723
0.080	-6.990	-11.723
0.081	-8.004	-11.723
0.082	-8.004	-11.723
0.083	-8.004	-11.723
0.084	-6.990	-11.723
0.085	-6.990	-11.723
0.086	-8.004	-12.731
0.087	-8.004	-11.723
0.088	-6.990	-11.723
0.089	-6.990	-11.723
0.090	-6.990	-11.723
0.091	-6.990	-11.723
0.092	-6.990	-11.723
0.093	-6.990	-11.723
0.094	-6.990	-11.723
0.095	-6.990	-11.723
0.096	-6.990	-11.723
0.097	-6.990	-10.715
0.098	-6.990	-11.723
0.099	-6.990	-11.723
0.100	-6.990	-11.723
0.101	-8.004	-11.723
0.102	-6.990	-11.723
0.103	-6.990	-11.723
0.104	-6.990	-11.723
0.105	-6.990	-11.723
0.106	-6.990	-11.723
0.107	-6.990	-11.723
0.108	-8.004	-11.723
0.109	-6.990	-11.723
0.110	-6.990	-10.715
0.111	-6.990	-11.723
0.112	-6.990	-11.723
0.113	-6.990	-11.723
0.114	-6.990	-11.723
0.115	-6.990	-11.723
0.116	-6.990	-11.723
0.117	-6.990	-11.723
0.118	-8.004	-11.723
0.119	-8.004	-12.731
0.120	-6.990	-11.723
0.121	-6.990	-12.731
0.122	-6.990	-11.723
0.123	-8.004	-11.723
0.124	-6.990	-11.723
0.125	-6.990	-11.723
0.126	-6.990	-11.723
0.127	-6.990	-11.723
0.128	-6.990	-11.723
0.129	-6.990	-11.723
0.130	-6.990	-11.723
0.131	-6.990	-11.723
0.132	-6.990	-11.723
0.133	-6.990	-11.723
0.134	-8.004	-11.723
0.135	-6.990	-11.723
0.136	-6.990	-11.723
0.137	-6.990	-11.723
0.138	-6.990	-11.723
0.139	-8.004	-11.723
0.140	-8.004	-11.723
0.141	-6.990	-11.723
0.142	-6.990	-11.723
0.143	-8.004	-11.723
0.144	-6.990	-11.723
0.145	-6.990	-11.723
0.146	-6.990	-11.723
0.147	-6.990	-11.723
0.148	-6.990	-11.723
0.149	-6.990	-11.723
0.150	-6.990	-11.723
0.151	-6.990	-11.723
0.152	-6.990	-9.707
0.153	-6.990	-11.723
0.154	-6.990	-11.723
0.155	-6.990	-11.723
0.156	-6.990	-11.723
0.157	-6.990	-11.723
0.158	-8.004	-11.723
0.159	-8.004	-11.723
0.160	-8.004	-12.731
0.161	-6.990	-12.731
0.162	-8.004	-11.723
0.163	-6.990	-11.723
0.164	-8.004	-11.723
0.165	-8.004	-12.731
0.166	-8.004	-11.723
0.167	-6.990	-11.723
0.168	-8.004	-11.723
0.169	-8.004	-11.723
0.170	-8.004	-11.723
0.171	-6.990	-11.723
0.172	-6.990	-11.723
0.173	-6.990	-9.707
0.174	-8.004	-12.731
0.175	-6.990	-11.723
0.176	-8.004	-11.723
0.177	-6.990	-11.723
0.178	-8.004	-10.715
0.179	-6.990	-11.723
0.180	-6.990	-11.723
0.181	-6.990	-11.723
0.182	-6.990	-11.723
0.183	-8.004	-11.723
0.184	-6.990	-11.723
0.185	-8.004	-11.723
0.186	-8.004	-10.715
0.187	-8.004	-11.723
0.188	-6.990	-11.723
0.189	-6.990	-11.723
0.190	-6.990	-10.715
0.191	-6.990	-11.723
0.192	-6.990	-11.723
0.193	-8.004	-11.723
0.194	-6.990	-11.723
0.195	-8.004	-11.723
0.196	-6.990	-11.723
0.197	-8.004	-11.723
0.198	-8.004	-11.723
0.199	-6.990	-11.723
0.200	-8.004	-11.723
